Time,Action
00:00:10.0377779,"Keyboard,9"
00:00:10.5309211,"Keyboard,9"
00:00:10.7520180,"Keyboard,9"
00:00:10.9228912,"Keyboard,9"
00:00:11.1099254,"Keyboard,9"
00:00:11.2632140,"Keyboard,9"
00:00:11.4687149,"Keyboard,9"
00:00:12.0326938,"Keyboard,9"
00:00:12.4929373,"Keyboard,9"
00:00:12.8497778,"Keyboard,9"
00:00:13.2407023,"Keyboard,9"
00:00:13.6158156,"Keyboard,9"
00:00:13.9569151,"Keyboard,9"
00:00:14.1778691,"Keyboard,9"
00:00:14.5357377,"Keyboard,9"
00:00:15.2017416,"Keyboard,9"
00:00:15.4397591,"Keyboard,9"
00:00:15.6439174,"Keyboard,9"
00:00:00,"EMPTY Total Time"
